    2       1.376695206884e-10       4.194217578818e-15       3.531916707232e-13       2.317828513406e-19       8.326523700028e-09       4.531927477635e-10      -1.844740525589e-12 
    3       1.302548748784e-10       5.369597802941e-15       3.962998593603e-13       4.636530348700e-19       5.091551092868e-09       3.205991498671e-10      -1.396759238090e-12 
    4       1.232641721513e-10       4.640452649472e-15       3.703231654362e-13       7.729477045571e-19       3.524932698712e-09       2.424521701798e-10      -9.138430610732e-13 
    5       1.180298068579e-10       3.093061084036e-15       3.151921806191e-13       1.159779368485e-18       2.623395228895e-09       1.913199618104e-10      -5.074153709091e-13 
    6       1.144415023445e-10       1.728510198612e-15       2.537062606643e-13       1.624285346224e-18       2.044558927573e-09       1.555248308649e-10      -2.081781294372e-13 
    7       1.121213052938e-10       9.345550858710e-16       1.990882111180e-13       2.166625674507e-18       1.646180717333e-09       1.292962748957e-10      -1.753345577727e-14 
    8       1.107729349519e-10       6.042755051526e-16       1.571013829792e-13       2.786980705866e-18       1.358126518123e-09       1.094348933952e-10       7.955289142249e-14 
    9       1.101454429374e-10       4.861007363889e-16       1.290175743986e-13       3.485548455995e-18       1.141893108464e-09       9.401159052730e-11       1.065110961329e-13 
   10       1.100295724489e-10       4.150067952100e-16       1.134853312336e-13       4.262541760787e-18       9.747051906074e-10       8.177801570097e-11       8.926000399330e-14 
   11       1.103432688015e-10       3.496338333733e-16       1.078094478338e-13       5.118185307490e-18       8.346143257323e-10       7.262542948148e-11       5.192305850710e-14 
   12       1.109671919507e-10       3.056595077077e-16       1.089764779002e-13       6.052712606140e-18       7.294152806168e-10       6.426236398341e-11       1.215515671955e-14 
   13       1.118353668292e-10       2.939625863719e-16       1.142758993437e-13       7.066362967362e-18       6.430341261881e-10       5.744098266061e-11      -1.811958894838e-14 
   14       1.128798798802e-10       3.064754506800e-16       1.216454984141e-13       8.159378550794e-18       5.711508586020e-10       5.146932404424e-11      -3.462487668459e-14 
   15       1.141058289949e-10       3.315129692727e-16       1.298161496441e-13       9.332001544796e-18       5.106362669879e-10       4.644952994093e-11      -3.756759702189e-14 
   16       1.154679511914e-10       3.666259474811e-16       1.381785914722e-13       1.058447153294e-17       4.591750509316e-10       4.214708351960e-11      -3.092189685697e-14 
   17       1.169433835929e-10       4.172363155790e-16       1.464969368892e-13       1.191702309622e-17       4.150217868335e-10       3.840651553422e-11      -1.988607352437e-14 
   18       1.184973524423e-10       4.888717848876e-16       1.549645881833e-13       1.332988360309e-17       3.766969220374e-10       3.511086966013e-11      -9.398627057528e-15 
   19       1.201422200071e-10       5.818879298501e-16       1.638370004757e-13       1.482327184216e-17       3.435818286607e-10       3.223031548882e-11      -2.069412677563e-15 
   20       1.218540797213e-10       6.942507414864e-16       1.733180908601e-13       1.639739554565e-17       3.144146666688e-10       2.969336844809e-11       4.121761755896e-16 
   21       1.236406734208e-10       8.252445426881e-16       1.833292241190e-13       1.805245167842e-17       2.887368402682e-10       2.745329131591e-11      -1.353720161230e-15 
   22       1.254885654607e-10       9.743052078206e-16       1.936243883018e-13       1.978862390090e-17       2.659302198416e-10       2.543554794270e-11      -5.583765457569e-15 
   23       1.273970209639e-10       1.141687281741e-15       2.038910970117e-13       2.160608444803e-17       2.456896597362e-10       2.361775496419e-11      -1.053978554246e-14 
   24       1.293482980064e-10       1.327733176389e-15       2.137482868733e-13       2.350499115417e-17       2.275532226602e-10       2.197341510771e-11      -1.438663825011e-14 
   25       1.313424186758e-10       1.532623354972e-15       2.228868191514e-13       2.548548996593e-17       2.112749930753e-10       2.049255148777e-11      -1.631358751661e-14 
   26       1.333718597566e-10       1.756638920291e-15       2.310336640613e-13       2.754771290476e-17       1.965364819045e-10       1.915666371846e-11      -1.598632590891e-14 
   27       1.354460084696e-10       2.001368767640e-15       2.381270004906e-13       2.969178484011e-17       1.832613356865e-10       1.795590440708e-11      -1.391850538110e-14 
   28       1.375632949018e-10       2.269037575635e-15       2.441972433683e-13       3.191781672207e-17       1.712887445278e-10       1.686683441668e-11      -1.111936457490e-14 
   29       1.397085549522e-10       2.561911293867e-15       2.493026798037e-13       3.422590578759e-17       1.603280673500e-10       1.585493418364e-11      -8.713327769882e-15 
   30       1.418891898662e-10       2.881164218194e-15       2.534755690278e-13       3.661614782213e-17       1.503189064263e-10       1.491998500293e-11      -7.084033727831e-15 
   31       1.441097573511e-10       3.227556785803e-15       2.567585348395e-13       3.908862835225e-17       1.411869798338e-10       1.406643292639e-11      -6.401994749046e-15 
   32       1.463650978073e-10       3.601783489633e-15       2.591882813510e-13       4.164342205461e-17       1.327878308218e-10       1.329162127451e-11      -6.746480691714e-15 
   33       1.486548942724e-10       4.004728517180e-15       2.606841397937e-13       4.428060418388e-17       1.250757331220e-10       1.258835057063e-11      -7.772636046590e-15 
