    2       1.369440530788e-10       8.359314711781e-09       4.488328525984e-10 
    3       1.297041399674e-10       5.106343090065e-09       3.177542164174e-10 
    4       1.228369407374e-10       3.536390334833e-09       2.404217765527e-10 
    5       1.176913334586e-10       2.632468495669e-09       1.898197222260e-10 
    6       1.141670530437e-10       2.051675592835e-09       1.543751610140e-10 
    7       1.118743324238e-10       1.651987638102e-09       1.283498176195e-10 
    8       1.105478113217e-10       1.362863178698e-09       1.086166981537e-10 
    9       1.099498721904e-10       1.145642092398e-09       9.332592890337e-11 
   10       1.098418051775e-10       9.777427760205e-10       8.122864391553e-11 
   11       1.101785426541e-10       8.375268739741e-10       7.218231304106e-11 
   12       1.108007803904e-10       7.319780744178e-10       6.381588523682e-11 
   13       1.116594111334e-10       6.453097779140e-10       5.702611691097e-11 
   14       1.127220862550e-10       5.731873329583e-10       5.114086323021e-11 
   15       1.139641196563e-10       5.124711628395e-10       4.617467123409e-11 
   16       1.153046753980e-10       4.608382360444e-10       4.188507041383e-11 
   17       1.167823916194e-10       4.165373067402e-10       3.813632503676e-11 
   18       1.183324134039e-10       3.780840464453e-10       3.487856609018e-11 
   19       1.199666781059e-10       3.448575071611e-10       3.206069921588e-11 
   20       1.216804666270e-10       3.155919405558e-10       2.955513598367e-11 
   21       1.234714111258e-10       2.898272625231e-10       2.731373245652e-11 
   22       1.253086032819e-10       2.669432031927e-10       2.528290799073e-11 
   23       1.272018120725e-10       2.466336183077e-10       2.346191443812e-11 
   24       1.291509631994e-10       2.284350584582e-10       2.184201921383e-11 
   25       1.311494205940e-10       2.121008290763e-10       2.039465188337e-11 
   26       1.331760681870e-10       1.973114057867e-10       1.907297578710e-11 
   27       1.352405408739e-10       1.839902053158e-10       1.786881400428e-11 
   28       1.373469569844e-10       1.719758817104e-10       1.677258120829e-11 
   29       1.394857945586e-10       1.609768051594e-10       1.576386212175e-11 
   30       1.416630143707e-10       1.509323940187e-10       1.484076327527e-11 
   31       1.438788425673e-10       1.417681337646e-10       1.399987850279e-11 
   32       1.461238058767e-10       1.333390884647e-10       1.323085696562e-11 
   33       1.483975358442e-10       1.255993933094e-10       1.252750103225e-11 
   34       1.506944636191e-10       1.184805551940e-10       1.187933059756e-11 
   35       1.530042717887e-10       1.118766749760e-10       1.127242365600e-11 
   36       1.553347637733e-10       1.057706481380e-10       1.070488323781e-11 
   37       1.576954647522e-10       1.001433712217e-10       1.017593673984e-11 
   38       1.600907482740e-10       9.493558638685e-11       9.681431469380e-12 
   39       1.625204651865e-10       9.006926228048e-11       9.215716803203e-12 
   40       1.649836432041e-10       8.552951831553e-11       8.778839698718e-12 
   41       1.674749786451e-10       8.130443295649e-11       8.371267958831e-12 
   42       1.699831411507e-10       7.736059837976e-11       7.991750635578e-12 
   43       1.724958146159e-10       7.365548132543e-11       7.637966382645e-12 
   44       1.750179933482e-10       7.018338896517e-11       7.309072078179e-12 
   45       1.775584692222e-10       6.694079171669e-11       7.003691307003e-12 
   46       1.801245531421e-10       6.391252190160e-11       6.719083313776e-12 
   47       1.827218824015e-10       6.107086630651e-11       6.451041070540e-12 
   48       1.853540166261e-10       5.838409975040e-11       6.195107166178e-12 
   49       1.880215404108e-10       5.584704766688e-11       5.950864613611e-12 
   50       1.907223767493e-10       5.345757965773e-11       5.718680437227e-12 
   51       1.934517779450e-10       5.120750539799e-11       5.498459611047e-12 
   52       1.962021221839e-10       4.908214888098e-11       5.289610362094e-12 
   53       1.989657680042e-10       4.706495817617e-11       5.091317692109e-12 
   54       2.017449476985e-10       4.515370636720e-11       4.903526383047e-12 
   55       2.045440633849e-10       4.334771453930e-11       4.726150293149e-12 
   56       2.073667782711e-10       4.164297112636e-11       4.558764980749e-12 
   57       2.102159414415e-10       4.003191728858e-11       4.400585930845e-12 
   58       2.130935126436e-10       3.850323229019e-11       4.250446781666e-12 
   59       2.160007808549e-10       3.704495021326e-11       4.107116799565e-12 
   60       2.189392500793e-10       3.565514275702e-11       3.970388850123e-12 
   61       2.219098266962e-10       3.433334239720e-11       3.840206053909e-12 
   62       2.249124798443e-10       3.307732956118e-11       3.716334689549e-12 
   63       2.279461761676e-10       3.188303093231e-11       3.598353920238e-12 
   64       2.310088145605e-10       3.074441775429e-11       3.485645520248e-12 
   65       2.340981964060e-10       2.965516971801e-11       3.377567383916e-12 
   66       2.372153216916e-10       2.861430461857e-11       3.274039838343e-12 
   67       2.403616763674e-10       2.762156269468e-11       3.175065503657e-12 
   68       2.435382228382e-10       2.667569491920e-11       3.080551430473e-12 
   69       2.467453636732e-10       2.577441069046e-11       2.990303967168e-12 
   70       2.499829053165e-10       2.491432552347e-11       2.904023627157e-12 
   71       2.532500217972e-10       2.409090874122e-11       2.821299956180e-12 
   72       2.565458270860e-10       2.329964913007e-11       2.741719922863e-12 
   73       2.598712999993e-10       2.253992718228e-11       2.665228583274e-12 
   74       2.632276649193e-10       2.181179506079e-11       2.591828692605e-12 
   75       2.666157938726e-10       2.111480040803e-11       2.521470818278e-12 
   76       2.700361841367e-10       2.044796184455e-11       2.454050799074e-12 
   77       2.734889358459e-10       1.980974446773e-11       2.389407204271e-12 
   78       2.769737295978e-10       1.919803535042e-11       2.327318792778e-12 
   79       2.804898040593e-10       1.861011903961e-11       2.267501972269e-12 
   80       2.840363857559e-10       1.804335218144e-11       2.209682412714e-12 
   81       2.876141136621e-10       1.749737622434e-11       2.153829799597e-12 
   82       2.912238222921e-10       1.697224605878e-11       2.099959401839e-12 
   83       2.948660976874e-10       1.646775364535e-11       2.048060388826e-12 
   84       2.985412633966e-10       1.598341646021e-11       1.998094662773e-12 
   85       3.022493664554e-10       1.551846594050e-11       1.949995691087e-12 
   86       3.059901633669e-10       1.507183592983e-11       1.903667338732e-12 
   87       3.097631060813e-10       1.464215112370e-11       1.858982700593e-12 
   88       3.135673279760e-10       1.422771551497e-11       1.815782933841e-12 
   89       3.174019677550e-10       1.382691641581e-11       1.773916124188e-12 
   90       3.212672299372e-10       1.343953434310e-11       1.733363417045e-12 
   91       3.251634656677e-10       1.306561827918e-11       1.694130613024e-12 
   92       3.290908407747e-10       1.270508313285e-11       1.656209335454e-12 
   93       3.330493268124e-10       1.235770441077e-11       1.619576462505e-12 
   94       3.370386921030e-10       1.202311288871e-11       1.584193559312e-12 
   95       3.410584927794e-10       1.170078928288e-11       1.550006310094e-12 
   96       3.451080638277e-10       1.139005892126e-11       1.516943950283e-12 
   97       3.491865101293e-10       1.109008641491e-11       1.484918698641e-12 
   98       3.532926975039e-10       1.079987032926e-11       1.453825189387e-12 
   99       3.574255362961e-10       1.051847277077e-11       1.423565498949e-12 
