    2       1.369476823794e-10       4.164538192973e-15       3.530329981136e-13       2.339965786732e-19       8.346735799181e-09       4.488287279068e-10      -1.838692901127e-12 
    3       1.297046181638e-10       5.355282805851e-15       3.960279251707e-13       4.680812947388e-19       5.106437280420e-09       3.178215083315e-10      -1.396461217763e-12 
    4       1.228362986100e-10       4.653107570284e-15       3.704696996589e-13       7.803298984987e-19       3.537295216416e-09       2.404621931553e-10      -9.174497889371e-13 
    5       1.176905109033e-10       3.119313451637e-15       3.157452838603e-13       1.170855893450e-18       2.632626090469e-09       1.898418155906e-10      -5.130233158745e-13 
    6       1.141664331027e-10       1.751316161762e-15       2.545174004361e-13       1.639797778917e-18       2.051637865395e-09       1.543885694402e-10      -2.138943326033e-13 
    7       1.118741627080e-10       9.470960550004e-16       1.999848891870e-13       2.187316916764e-18       1.651733599365e-09       1.283550706854e-10      -2.201532307020e-14 
    8       1.105480725535e-10       6.095007522700e-16       1.579435710566e-13       2.813595087072e-18       1.362494196670e-09       1.086160740182e-10       7.697808172456e-14 
    9       1.099506633234e-10       4.893784589854e-16       1.296882823072e-13       3.518831790385e-18       1.145513232514e-09       9.332557262917e-11       1.058687291464e-13 
   10       1.098429948460e-10       4.188476780336e-16       1.139560616358e-13       4.303241359337e-18       9.779605744502e-10       8.122999560240e-11       9.009993163797e-14 
   11       1.101802388417e-10       3.535140641688e-16       1.081285688674e-13       5.167049946035e-18       8.375022106603e-10       7.218026548875e-11       5.356515940690e-14 
   12       1.108028044701e-10       3.084837242924e-16       1.091659300077e-13       6.110492453172e-18       7.319553755833e-10       6.381253045974e-11       1.384448204612e-14 
   13       1.116618187880e-10       2.957242729836e-16       1.143830322438e-13       7.133809476654e-18       6.452887231654e-10       5.702166551393e-11      -1.689385127652e-14 
   14       1.127249528566e-10       3.079604025340e-16       1.217463421663e-13       8.237244325444e-18       5.731676995655e-10       5.113622985099e-11      -3.411641276580e-14 
