    2       1.419840595744e-10       8.121100519770e-09       4.769086998737e-10 
    3       1.335012355418e-10       4.971188879432e-09       3.358855676035e-10 
    4       1.257586336489e-10       3.442400410611e-09       2.531511612497e-10 
    5       1.200332571561e-10       2.561400303505e-09       1.992650489851e-10 
    6       1.161037179339e-10       1.995462114430e-09       1.617147106895e-10 
    7       1.135728926846e-10       1.605773869261e-09       1.342576461846e-10 
    8       1.120334933648e-10       1.324050772160e-09       1.134676097629e-10 
    9       1.112849447169e-10       1.112790360990e-09       9.735671395018e-11 
   10       1.111081437874e-10       9.496333830312e-10       8.462849521005e-11 
   11       1.113323017575e-10       8.132623411670e-10       7.509081671562e-11 
   12       1.119320469375e-10       7.104961880158e-10       6.638496043903e-11 
   13       1.127599114933e-10       6.261274941835e-10       5.923478199364e-11 
   14       1.137746435372e-10       5.559318195804e-10       5.303470231184e-11 
   15       1.150075124188e-10       4.968490582675e-10       4.784441809724e-11 
   16       1.163637165344e-10       4.466152814989e-10       4.339720804958e-11 
   17       1.178382188466e-10       4.035236146115e-10       3.952547268950e-11 
   18       1.194109614204e-10       3.661279535718e-10       3.609014842034e-11 
   19       1.210890343407e-10       3.338223432319e-10       3.307547056016e-11 
   20       1.228368223312e-10       3.053741265972e-10       3.043485345156e-11 
   21       1.246530737563e-10       2.803345812616e-10       2.811882952337e-11 
   22       1.265194214722e-10       2.580995897010e-10       2.604087271739e-11 
   23       1.284526394664e-10       2.383706299504e-10       2.418512994203e-11 
   24       1.304560196967e-10       2.206964723731e-10       2.253023560503e-11 
   25       1.325152793191e-10       2.048366738652e-10       2.103311423523e-11 
   26       1.345991193332e-10       1.904801510456e-10       1.963538447180e-11 
   27       1.367204757435e-10       1.775519767812e-10       1.834461287697e-11 
   28       1.388924745109e-10       1.658950106126e-10       1.718068737807e-11 
   29       1.411136770232e-10       1.552256418487e-10       1.614993920898e-11 
   30       1.433851335808e-10       1.454846850827e-10       1.523570307207e-11 
   31       1.456962010539e-10       1.365995012999e-10       1.440093594972e-11 
   32       1.480268538798e-10       1.284291340468e-10       1.360303192585e-11 
   33       1.503785936941e-10       1.209288273134e-10       1.284400468825e-11 
   34       1.527525518824e-10       1.140319139393e-10       1.213758702934e-11 
   35       1.551450940811e-10       1.076354611633e-10       1.149372396049e-11 
   36       1.575643515421e-10       1.017226987226e-10       1.091106853823e-11 
   37       1.600180012637e-10       9.627494857203e-11       1.038118674102e-11 
   38       1.625080205509e-10       9.123461697398e-11       9.889921982554e-12 
   39       1.650321388711e-10       8.652592481927e-11       9.421796682125e-12 
   40       1.675904406441e-10       8.213433080904e-11       8.976210154643e-12 
   41       1.701798770342e-10       7.804818250989e-11       8.555946522686e-12 
   42       1.727918189850e-10       7.423502117311e-11       8.162647476860e-12 
   43       1.754162366214e-10       7.065355643946e-11       7.796782316648e-12 
   44       1.780570280702e-10       6.729819209441e-11       7.457822489171e-12 
   45       1.807205926564e-10       6.416543800578e-11       7.143925387629e-12 
   46       1.834113302533e-10       6.124054316851e-11       6.851745186325e-12 
   47       1.861314185522e-10       5.849661825675e-11       6.576322139462e-12 
   48       1.888813626319e-10       5.590289652696e-11       6.312503852250e-12 
   49       1.916623465628e-10       5.345431754032e-11       6.059941154059e-12 
   50       1.944741620152e-10       5.114877517535e-11       5.819310303646e-12 
   51       1.973143150186e-10       4.897830628855e-11       5.590872233756e-12 
   52       2.001778426345e-10       4.692867950878e-11       5.374440011783e-12 
   53       2.030595722931e-10       4.498385260744e-11       5.169558994800e-12 
   54       2.059620038673e-10       4.314163677834e-11       4.976176583010e-12 
   55       2.088891349042e-10       4.140134364303e-11       4.794087977174e-12 
   56       2.118441162810e-10       3.975906683579e-11       4.622715469386e-12 
   57       2.148291712959e-10       3.820747493128e-11       4.461084821722e-12 
   58       2.178455147575e-10       3.673560437214e-11       4.307801644901e-12 
   59       2.208936295025e-10       3.533187054982e-11       4.161421874781e-12 
   60       2.239743546950e-10       3.399438791123e-11       4.021717318555e-12 
   61       2.270879077149e-10       3.272268477647e-11       3.888662781011e-12 
   62       2.302334815641e-10       3.151459992855e-11       3.762057755115e-12 
   63       2.334091760723e-10       3.036618463098e-11       3.641516159925e-12 
   64       2.366119291037e-10       2.927160464532e-11       3.526456078483e-12 
   65       2.398387683576e-10       2.822474563041e-11       3.416261584362e-12 
   66       2.430910294272e-10       2.722464459875e-11       3.310831105749e-12 
   67       2.463709107170e-10       2.627103699474e-11       3.210127194083e-12 
   68       2.496802004147e-10       2.536270541878e-11       3.114009336380e-12 
   69       2.530202446374e-10       2.449742929186e-11       3.022228506802e-12 
   70       2.563919155772e-10       2.367193452016e-11       2.934421718229e-12 
